Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No,District,Municipality,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
NB007,P135/1 over Nzhelele river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1000,750,L,750000,3,4,4,1,3
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,12. Invert Slab, 105. Concrete (mass),C1-C3,10,12270,m3,122700,3,4,9,7,3
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),C1,5,750,L,3750,2,2,1,27,3
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,BE,30,3100,m,93000,3,4,4,4,3
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),C1,1,750,No,750,1,1,1,133,1
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,2,750,m,1500,3,4,1,67,1
NB008,P165/1 over Olifants spruit,Major Culvert,Culvert Major,7/27/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,C4,7,630,m3,4410,3,4,1,23,3
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,06. Road Slabs, 104. Concrete (reinforced),C12-C19,2,12270,m3,24540,2,2,0,0,3
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E2,5,12270,m3,61350,3,4,9,15,3
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,2,750,m,1500,2,2,1,67,1
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,04. Embankment/s, 402. Clear bush,BE,20,80,m2,1600,1,1,1,62,2
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 153. Backfill scour damage (rock),BE,10,5500,m3,55000,3,4,9,16,3
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 207. Clear debris,C8,2,750,m3,1500,3,4,9,600,1
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 207. Clear debris,E1,10,750,m3,7500,3,4,9,120,1
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,10. Walls, 120. Seal cracks,"C1,C2",11,750,m,8250,3,4,9,109,1
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,12. Invert Slab, 120. Seal cracks,"C1,C2",11,750,m,8250,3,4,9,109,1
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB009,P165/1 over Olifantspruit river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,BE,17,3100,m,52700,2,2,4,8,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,12. Invert Slab, 117. Repair concrete topping,AC,5,7640,m3,38200,2,2,4,10,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E1,5,12270,m3,61350,3,4,9,15,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,BE,20,3100,m,62000,4,4,16,26,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,3,12270,m3,36810,3,4,16,43,2
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,06. Road Slabs, 117. Repair concrete topping,AC,5,7640,m3,38200,2,2,1,3,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 153. Backfill scour damage (rock),E1,50,5500,m3,275000,3,4,9,3,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,6,750,m,4500,2,2,4,89,1
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E1,2,12270,m3,24540,3,4,4,16,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),E1,20,3100,m3,62000,3,4,9,15,3
NB010,P165/1 over Olifantspruit river.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),E1,6,3100,m3,18600,3,4,4,22,3
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E2,3,750,m,2250,2,2,1,44,2
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,04. Embankment/s, 359. Replace sidedrain/gutter/downchutes,E2,5,1570,m,7850,1,1,1,13,3
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,AC,5,630,m3,3150,1,1,1,32,3
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,05. Waterway, 1628. Clear Vegetation,AC,5,50,m2,250,2,2,1,400,1
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,BE,12,3100,m,37200,3,4,16,43,2
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,BE,12,3100,m,37200,4,4,16,43,2
NB011,P165/1 over Olifantspruit tributary.,Major Culvert,Culvert Major,9/15/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,9.6,1220,m,11712,2,2,1,9,3
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,1,630,m3,0,0,0,1,9999999,1
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,6,340,No,2040,1,1,1,49,2
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,6,3100,No,18600,1,1,1,5,3
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,7.5,340,m,2550,2,2,1,39,3
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,03. Waterway, 1628. Clear Vegetation,AS,60,50,m2,3000,2,2,1,33,3
NB012,P240/1 over river,Bridge,Bridge,7/28/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,"S1,S2",8,3100,m,24800,3,4,4,16,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,05. Waterway, 153. Backfill scour damage (rock),E2,10,5500,m3,55000,3,4,4,7,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),AC,120,750,L,90000,2,2,1,1,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,06. Road Slabs, 207. Clear debris,AC,1,750,m3,750,2,2,1,133,1
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,06. Road Slabs, 207. Clear debris,AC,4,750,m3,3000,2,2,1,33,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,05. Waterway, 1628. Clear Vegetation,BE,60,50,m2,3000,3,4,4,133,1
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,05. Waterway, 207. Clear debris,BE,10,750,m3,7500,3,4,4,53,2
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E1,3,12270,m3,36810,3,4,4,11,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),BE,15,3100,m3,46500,3,4,4,9,3
NB013,P240/1 over river,Bridge,Bridge Cellular,7/28/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,C1-C6,10,630,m3,6300,3,4,4,63,2
NB014,P277/1 over Mutale river,Bridge,Bridge,8/11/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 158. Rock backfill,A2,15,2770,m3,41550,4,4,9,22,3
NB014,P277/1 over Mutale river,Bridge,Bridge,8/11/2021,,Vhembe,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",A2,25,630,m,15750,4,4,4,25,3
NB014,P277/1 over Mutale river,Bridge,Bridge,8/11/2021,,Vhembe,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P4,50,750,L,37500,3,4,4,11,3
NB016,P277/1 Tshinane river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,20,340,No,6800,3,4,4,59,2
NB016,P277/1 Tshinane river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,3,4,9,7,3
NB016,P277/1 Tshinane river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,15,750,L,11250,3,4,1,9,3
NB016,P277/1 Tshinane river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,BA,30,1570,m,47100,3,4,9,19,3
NB017,P277/1 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,10,3100,m,31000,3,4,9,29,3
NB017,P277/1 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,3,750,No,2250,3,4,4,178,1
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"BA,P1",40,1570,m,62800,3,4,9,14,3
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A1,15,630,m3,9450,3,4,4,42,2
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,1,1,4,32,3
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,3,750,No,2250,3,4,4,178,1
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,6,630,m3,3780,2,2,4,106,1
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,3,4,4,98,1
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,40,750,L,30000,3,4,1,3,3
NB018,P277/1 over Mbwedi river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,P1",1,137950,LS,137950,3,4,9,7,3
NB019,P278/1 over Khandanama river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,AP",1,137950,LS,0,0,0,4,9999999,1
NB019,P278/1 over Khandanama river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,AP",70,1220,m,0,0,0,4,9999999,1
NB019,P278/1 over Khandanama river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),"S2,S4",20,750,L,15000,3,4,1,7,3
NB020,P278/1 over river,Bridge,Bridge,8/13/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,AP",50,1220,m,61000,4,4,4,7,3
NB020,P278/1 over river,Bridge,Bridge,8/13/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 704. Traffic accommodation-High (> 40 000 vpd),"BA,AP",1,306530,LS,306530,4,4,4,1,3
NB020,P278/1 over river,Bridge,Bridge,8/13/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A1,15,630,m3,9450,4,4,4,42,2
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E2,10,12270,m3,122700,3,4,4,3,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),E2,5,3100,m3,15500,3,4,4,26,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),BE,10,12270,m3,122700,3,4,4,3,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 156. Gabion (mattresses and boxes),E2,10,3100,m3,31000,3,4,4,13,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,04. Embankment/s, 402. Clear bush,BE,5,80,m2,400,1,1,1,250,1
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,04. Embankment/s, 402. Clear bush,BE,10,80,m2,800,1,1,1,125,1
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,5,12270,m3,61350,3,4,4,7,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,10. Walls, 104. Concrete (reinforced),BE,10,12270,m3,122700,2,2,1,1,3
NB030,D1031 over river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,03. Scour Protection Works, 156. Gabion (mattresses and boxes),E2,20,3100,m3,62000,3,4,9,15,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,10. Walls, 120. Seal cracks,C2,8,750,m,6000,2,2,1,17,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,05. Waterway, 153. Backfill scour damage (rock),E2,200,5500,m3,1100000,3,4,9,1,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,4,13,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,AC,20,3100,m,62000,3,4,4,6,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),AC,3,12270,m3,36810,3,4,4,11,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,E1,200,630,m3,126000,3,4,9,7,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E2,3,12270,m3,36810,3,4,9,24,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E2,3,12270,m3,36810,3,4,9,24,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 104. Concrete (reinforced),E1,3,12270,m3,36810,3,4,9,24,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E2,20,12270,m3,245400,3,4,16,7,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),E1,20,3100,m3,62000,3,4,16,26,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,04. Embankment/s, 156. Gabion (mattresses and boxes),BE,120,3100,m3,372000,3,4,9,2,3
NB031,D1031 over sand river.,Major Culvert,Culvert Major,9/2/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,4,37,3
NB032,D1082 over river,Major Culvert,Culvert Major,7/28/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,BE,240,630,m3,151200,4,4,4,3,3
NB032,D1082 over river,Major Culvert,Culvert Major,7/28/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB032,D1082 over river,Major Culvert,Culvert Major,7/28/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,2,12270,m3,24540,3,4,4,16,3
NB032,D1082 over river,Major Culvert,Culvert Major,7/28/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,07. Roadway Joints, 301. Install silicon/bituminous seal,AC,25,1220,m,30500,3,4,4,13,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E1,15,12270,m3,184050,3,4,9,5,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,04. Embankment/s, 402. Clear bush,BE,5,80,m2,400,1,1,1,250,1
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 207. Clear debris,E2,60,750,m3,45000,3,4,9,20,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,4,12270,m3,49080,3,4,9,18,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB033,D1082 over Mokolo river.,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,06. Road Slabs, 105. Concrete (mass),AC,30,12270,m3,368100,2,2,4,1,3
NB038,D1253 over Lotanyanda River,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,9,73,1
NB038,D1253 over Lotanyanda River,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,80,630,m,50400,3,4,9,18,3
NB038,D1253 over Lotanyanda River,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,20,3100,m,62000,3,4,9,15,3
NB038,D1253 over Lotanyanda River,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BA,25,1220,m,30500,3,4,9,30,3
NB038,D1253 over Lotanyanda River,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,3,4,9,7,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,06. Abutments, 120. Seal cracks,A2,4.8,750,m,3600,3,4,4,111,1
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S2,10,750,L,7500,3,4,1,13,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,30,750,L,22500,2,2,1,4,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,8,1220,m,9760,2,2,1,10,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,AP,8,340,m,2720,2,2,1,37,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,11. Parapet, 458. New/repair steel railing,S2,2,3100,m,6200,3,4,4,65,1
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),AS,2,750,L,1500,2,2,1,67,1
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,4,630,m3,2520,1,1,1,40,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,10,750,No,7500,1,1,1,13,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,40,80,m2,3200,1,1,1,31,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,10,630,m3,6300,3,4,1,16,3
NB040,D1324 over Olifants spruit,Bridge,Bridge,7/27/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,1,1,1,25,3
NB041,D1371 over Matlabas river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB041,D1371 over Matlabas river,Major Culvert,Culvert Major,7/21/2021,,Waterberg,,6/30/2022,02. Wing / Ret / Head Walls, 155. Earth backfill,E2,2,630,m3,1260,1,1,1,79,1
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,1,1,1,37,3
NB044,D1460 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
